#'chr'	'start'	'end'	'CLBM_A_ATAC_S131294_REP1.mLb.clN.bigWig'	'CLBM_M_ATAC_S131293_REP1.mLb.clN.bigWig'	'CM_24h_ATAC_S165170_REP1.mLb.clN.bigWig'	'CM_24h_rep1_REP1.mLb.clN.bigWig'	'CM_24h_rep2_REP1.mLb.clN.bigWig'	'CM_48h_ATAC_S165167_REP1.mLb.clN.bigWig'	'CM_48h_rep1_REP1.mLb.clN.bigWig'	'CM_48h_rep2_REP1.mLb.clN.bigWig'	'CM_control_ATAC_S165169_REP1.mLb.clN.bigWig'	'CM_DMSO_ctrl_rep1_REP1.mLb.clN.bigWig'	'CM_DMSO_ctrl_rep2_REP1.mLb.clN.bigWig'	'NB10_A_ATAC_S131292_REP1.mLb.clN.bigWig'	'NB10_M_ATAC_S131291_REP1.mLb.clN.bigWig'	'NB6_A_ATAC_S131288_REP1.mLb.clN.bigWig'	'NB6_M_ATAC_S131287_REP1.mLb.clN.bigWig'	'NB8_A_ATAC_S131290_REP1.mLb.clN.bigWig'	'NB8_M_ATAC_S131289_REP1.mLb.clN.bigWig'	'OE_mCherrry_TDI_ATAC_S165173_REP1.mLb.clN.bigWig'	'OE_mCherry_DMSO_ATAC_S165168_REP1.mLb.clN.bigWig'	'OE_mCherry_dox_ATAC_S165174_REP1.mLb.clN.bigWig'	'OE_mCherry_dox_TDI_ATAC_S165171_REP1.mLb.clN.bigWig'	'OE_WWTR1_DMSO_ATAC_S165172_REP1.mLb.clN.bigWig'	'OE_WWTR1_DMSO_rep1_REP1.mLb.clN.bigWig'	'OE_WWTR1_DMSO_rep3_REP1.mLb.clN.bigWig'	'OE_WWTR1_dox_ATAC_S165177_REP1.mLb.clN.bigWig'	'OE_WWTR1_dox_rep1_REP1.mLb.clN.bigWig'	'OE_WWTR1_dox_rep_3_REP1.mLb.clN.bigWig'	'OE_WWTR1_dox_TDI_ATAC_S165175_REP1.mLb.clN.bigWig'	'OE_WWTR1_dox_TDI_rep1_REP1.mLb.clN.bigWig'	'OE_WWTR1_dox_TDI_rep3_REP1.mLb.clN.bigWig'	'OE_WWTR1_TDI_ATAC_S165176_REP1.mLb.clN.bigWig'	'OE_WWTR1_TDI_rep1_REP1.mLb.clN.bigWig'	'OE_WWTR1_TDI_rep3_REP1.mLb.clN.bigWig'	'SH_24h_ATAC_S165164_REP1.mLb.clN.bigWig'	'SH_24h_rep1_REP1.mLb.clN.bigWig'	'SH_24h_rep2_REP1.mLb.clN.bigWig'	'SH_48h_ATAC_S165165_REP1.mLb.clN.bigWig'	'SH_48h_rep1_REP1.mLb.clN.bigWig'	'SH_48h_rep2_REP1.mLb.clN.bigWig'	'SH_A_ATAC_S131296_REP1.mLb.clN.bigWig'	'SH_control_ATAC_S165166_REP1.mLb.clN.bigWig'	'SH_DMSO_ctrl_rep1_REP1.mLb.clN.bigWig'	'SH_DMSO_ctrl_rep2_REP1.mLb.clN.bigWig'	'SH_M_ATAC_S131295_REP1.mLb.clN.bigWig'	'SK_N_SH_ADR_rep1_REP1.mLb.clN.bigWig'	'SK_N_SH_ADR_rep2_REP1.mLb.clN.bigWig'	'SK_N_SH_MES_rep1_REP1.mLb.clN.bigWig'	'SK_N_SH_MES_rep2_REP1.mLb.clN.bigWig'
5	15938179	15971551	0.10650632707185034	0.06479587825450611	0.11539533660398792	0.05547212855086577	0.059427882656933516	0.10950915083313754	0.10576721362929979	0.04424964813068974	0.10206086820622472	0.08485181376481325	0.05416904532535765	0.08981432356716426	0.05778408501183048	0.08449609894077487	0.10504392021053774	0.09084484932428118	0.04547375215081336	0.023715423884775502	0.052809420535662274	0.03163021804907094	0.03526276698237242	0.046312265691335466	0.057055688686177185	0.046420044004635536	0.04654575913555696	0.05042409772680395	0.053808571675520056	0.034097202136665956	0.06362478479653476	0.044775879271008165	0.04644325762264558	0.041614933320959425	0.04892357734086203	0.08030504508656426	0.06545466641963521	0.0651769310865734	0.07786619246710395	0.08357551339585009	0.15144839504594243	0.055246748109443654	0.049760278190800686	0.04520274798534899	0.04754827232537087	0.03400973356600165	0.07492264721778792	0.11410325366370093	0.05446453422105596	0.0704794802046431
5	31918447	31946901	0.12513538238062374	0.06412982198491404	0.1416751721667328	0.04901662839111515	0.050863474777488836	0.08062776150879906	0.155556202601163	0.04770339183172509	0.12653332462158398	0.08485228597238453	0.04695137626353373	0.09161856713770906	0.06713826309326597	0.07111917916243049	0.0858064104115855	0.08842411971914768	0.05933001129796204	0.027543121608566274	0.060058503221081555	0.03361434128806247	0.04448542740239359	0.04196669555715341	0.0517120327035386	0.055343189684537865	0.0539610890570485	0.04867048904424319	0.07347627013013343	0.0324134878899776	0.06333225868452524	0.040300629794916186	0.0535864168154536	0.04621899626739992	0.03983362269555867	0.09027663662833967	0.059794655077655634	0.05872242854086599	0.07182056253947428	0.08503296521253423	0.11467814227785669	0.0713945194501886	0.068877733899774	0.06278552445403925	0.0736991431494585	0.047083668331887235	0.10512251028613832	0.10758475046941758	0.05706207942705232	0.06859370792998708
5	52499097	52509001	0.11063502236987698	0.07748521662885202	0.12125848046963114	0.04401733083705173	0.04648955971980584	0.10741572569318734	0.07795391826244262	0.043787169107399604	0.09181305234825372	0.04161772292618658	0.05260875797426557	0.07846059677864246	0.038619634340914734	0.1363748961541635	0.1073784927848176	0.08368633853038417	0.0350093712978735	0.018369359981599366	0.03519060581457747	0.027468501501934903	0.03225466693227801	0.01984463279850839	0.029507889611011445	0.02550747004524941	0.04558836029220546	0.03321275227099744	0.024331899004816183	0.031291450056470924	0.046440592370838814	0.027724364080858203	0.030653068881472147	0.026921066202479166	0.03037300986959809	0.07070830334214726	0.043497660669619465	0.051387778036661474	0.051013460671070876	0.06875655066056434	0.09973287186849936	0.03391680287497514	0.051061688673601044	0.042197082047834025	0.044062188662830036	0.029903390112567412	0.034430181237236	0.04154704419641527	0.041132445800040725	0.05714326333097048
5	52558847	52566651	0.11396806538061592	0.06852147920312276	0.1483354045608451	0.07207441945721073	0.07522694020451018	0.14114644247636637	0.13998010549192721	0.07378178261782822	0.10972149563544653	0.0766299623264794	0.0759392495614045	0.08345967940061182	0.07352302647463473	0.18785366340757229	0.16217479714859234	0.13337016269461424	0.05184625159162411	0.03544851374396007	0.04345257692002724	0.027648201444800444	0.05618612685309519	0.06477034065081709	0.11616379050294345	0.07907752164206344	0.05378449407702522	0.097489951685518	0.08210473485733918	0.0463190977280221	0.10866383176116763	0.07266473259860198	0.09596029730985184	0.13118079900525823	0.15897961556435997	0.10621994369882391	0.10719180334779126	0.10004246729014711	0.12582901359691845	0.11519476529928509	0.18389512911181188	0.0942843202987226	0.09314676159045596	0.0816773300778012	0.09595488786810559	0.07522457209392684	0.17019850960378471	0.20241241168328078	0.13848318337558116	0.07758121607398893
5	52654997	52667051	0.10516223184383931	0.07367729648371453	0.12565454913237908	0.07245574849348389	0.07552157962157846	0.12604070989364358	0.12780854867181674	0.08195722335065912	0.16685992507357336	0.07649759397152879	0.06156917385820669	0.07072078446168058	0.08277776493642285	0.14944164177951672	0.1461409789458001	0.10373311780537134	0.04451038748688318	0.024879396329522588	0.03873515417559414	0.03012396624811932	0.03566803522671181	0.03535101319602046	0.03476364096329956	0.04025314865201374	0.04409784110728412	0.04586628485877172	0.03915112682123498	0.03459100188670925	0.06323655021569895	0.033718731990316664	0.04167948045381103	0.03503795847930099	0.037290902181699385	0.12135288315769724	0.0918798789590871	0.09674704933669645	0.11511337526148255	0.10515688421352552	0.1570900377919494	0.048817425645597164	0.11312093196639485	0.10177878557196357	0.08964918919209569	0.06677277874256823	0.04815157067725777	0.057676000013681616	0.10446147529744085	0.0854351760181117
5	52881297	52920901	0.0499759357360839	0.07632267596072881	0.14446768651722333	0.0733877730809292	0.06676517539761515	0.10052051797059115	0.1350470102033995	0.04958102558633253	0.10431143927637833	0.08295597056913208	0.061049391728748854	0.048146505304025915	0.07327213698108258	0.06634526986769604	0.0800826807881293	0.03753337655983041	0.04721590792619875	0.02273431171236827	0.038820265194880854	0.0281234044290831	0.03282383252468178	0.032132919495050045	0.03695873666926016	0.027688377457224134	0.04715647978528557	0.034709603132119564	0.03643637152093585	0.033578151384053	0.05256960050694412	0.03349612214841466	0.04152066827726034	0.02929960168270305	0.034339233781409934	0.10425317508253716	0.08636096768793305	0.07484829204354211	0.1036083243426081	0.06772456231366406	0.1205312684651706	0.04517144012556738	0.08102228390871564	0.06610949698852986	0.07121575795470134	0.057557701447529655	0.05219748974777492	0.0498002991893859	0.06295509371688802	0.06710982844959551
5	62539197	62560501	0.03833081429701201	0.05305436026257949	0.09008126994141875	0.04437665026858885	0.0810229912503597	0.08744942997593684	0.10679996305694406	0.0483765295847449	0.0726582983638299	0.055557797109376895	0.04252736012150134	0.029255621044967213	0.057460237134398136	0.040736811896855206	0.05104479821393986	0.0270445693408408	0.04156578077426513	0.017456865485624556	0.03752778464622275	0.027092665620973913	0.030217545906221516	0.026881640065864895	0.026341867617488357	0.017893313892625586	0.043388536702618614	0.03288244622384963	0.03139580236499368	0.030751415963411827	0.04678395853447056	0.030688447749055485	0.03124170341859038	0.022742652722631478	0.02156184815059089	0.07047962337708008	0.056100519783809845	0.04087367051946153	0.05585211764173034	0.04229988868656279	0.08357237895244336	0.027562305006636294	0.05383336708710048	0.05835378780477889	0.05128827034392026	0.04035754566913079	0.028508583231333155	0.029702469199220965	0.0683116504575572	0.058438135541618835
5	67338747	67363751	0.10201552539757598	0.06507224357713584	0.2371684018761864	0.060983284243735475	0.07319957608154547	0.14326989966773224	0.14080331599312096	0.08224823989626069	0.1322711647685805	0.07479983664688192	0.06413573927479949	0.058555577875297624	0.055883982994838745	0.05330660391226795	0.05477525077188922	0.11422064385299147	0.0438039792658549	0.025005417724088184	0.05785352855414686	0.03228846271685827	0.039107753078660344	0.043354454734018784	0.0576413649297696	0.04889539794856089	0.05610195380269608	0.05778294810633006	0.05218500585676789	0.033986019848889396	0.07753314655543164	0.04242719830263669	0.05890837685227734	0.03525730206077208	0.04490412252382605	0.10035246387433971	0.08696049586862128	0.11049111431649974	0.11234891658682282	0.08267104661218987	0.12980525699697867	0.05843724759453382	0.11980978503087875	0.07649817839734303	0.11874361786090329	0.09408959045576981	0.07250810809472573	0.09838913866646444	0.15295714363685683	0.12970094426601234
5	72686947	72699451	0.26139046260688625	0.12495802659733184	0.4365648578146247	0.12960535380131194	0.19159842907701488	0.24640693865563074	0.3324702663118158	0.14107846443476665	0.24082343691877672	0.15702206962977694	0.13527888153130221	0.20232670618565585	0.051868857730799856	0.15318504019822224	0.1857419470956705	0.2958272245445202	0.07793556697650245	0.030702907248462984	0.07282544869595386	0.035307689215314526	0.050318166715944385	0.0776611288853359	0.12303390343326015	0.08379575583273456	0.0685681007121048	0.08065206685609058	0.09956429483972114	0.04514041109507041	0.07142010754837702	0.05330299898902703	0.08232197595415987	0.07668282572993558	0.06790401499224318	0.16433751113743839	0.08712315620435535	0.07957511659253982	0.13821301398949812	0.10370830139622865	0.14360185868870504	0.10940750637364596	0.1388794120009363	0.06060758516972418	0.07085286479968973	0.0675728196674453	0.16657807476588934	0.1906029019076599	0.08668204509307405	0.08731651088516115
5	72740697	72768501	0.09952419206422441	0.1066519776631804	0.18281018335696697	0.11347780028522347	0.09857716329589503	0.14098317111940847	0.2590807219926002	0.07870380515382881	0.1595998282556102	0.16951796917435397	0.08490219169164766	0.11872085106984602	0.05648794002033029	0.09633954127193867	0.1226323223240591	0.1177684418511775	0.043349390331899065	0.02488322596781168	0.0680796659784673	0.028171592185090716	0.04107797100460019	0.05027232752137	0.06385238005656096	0.04727983085148093	0.05045384439759737	0.059668726802864315	0.07297964136793345	0.02990215156014535	0.08236524521223142	0.05597282475602646	0.05830705226249616	0.048025600544969474	0.062055830313305145	0.08768471895671374	0.07305087479683092	0.0811163396337759	0.12196977449101612	0.09568300902079607	0.19313991869273747	0.05581156440483725	0.07926413708901112	0.05369695049774043	0.06618631478723772	0.06884580923978234	0.11958834030251214	0.08466030654523858	0.07197262705778211	0.08974161107604203
