#'chr'	'start'	'end'	'CLBM_A_ATAC_S131294_REP1.mLb.clN.bigWig'	'CLBM_M_ATAC_S131293_REP1.mLb.clN.bigWig'	'CM_24h_ATAC_S165170_REP1.mLb.clN.bigWig'	'CM_24h_rep1_REP1.mLb.clN.bigWig'	'CM_24h_rep2_REP1.mLb.clN.bigWig'	'CM_48h_ATAC_S165167_REP1.mLb.clN.bigWig'	'CM_48h_rep1_REP1.mLb.clN.bigWig'	'CM_48h_rep2_REP1.mLb.clN.bigWig'	'CM_control_ATAC_S165169_REP1.mLb.clN.bigWig'	'CM_DMSO_ctrl_rep1_REP1.mLb.clN.bigWig'	'CM_DMSO_ctrl_rep2_REP1.mLb.clN.bigWig'	'NB10_A_ATAC_S131292_REP1.mLb.clN.bigWig'	'NB10_M_ATAC_S131291_REP1.mLb.clN.bigWig'	'NB6_A_ATAC_S131288_REP1.mLb.clN.bigWig'	'NB6_M_ATAC_S131287_REP1.mLb.clN.bigWig'	'NB8_A_ATAC_S131290_REP1.mLb.clN.bigWig'	'NB8_M_ATAC_S131289_REP1.mLb.clN.bigWig'	'OE_mCherrry_TDI_ATAC_S165173_REP1.mLb.clN.bigWig'	'OE_mCherry_DMSO_ATAC_S165168_REP1.mLb.clN.bigWig'	'OE_mCherry_dox_ATAC_S165174_REP1.mLb.clN.bigWig'	'OE_mCherry_dox_TDI_ATAC_S165171_REP1.mLb.clN.bigWig'	'OE_WWTR1_DMSO_ATAC_S165172_REP1.mLb.clN.bigWig'	'OE_WWTR1_DMSO_rep1_REP1.mLb.clN.bigWig'	'OE_WWTR1_DMSO_rep3_REP1.mLb.clN.bigWig'	'OE_WWTR1_dox_ATAC_S165177_REP1.mLb.clN.bigWig'	'OE_WWTR1_dox_rep1_REP1.mLb.clN.bigWig'	'OE_WWTR1_dox_rep_3_REP1.mLb.clN.bigWig'	'OE_WWTR1_dox_TDI_ATAC_S165175_REP1.mLb.clN.bigWig'	'OE_WWTR1_dox_TDI_rep1_REP1.mLb.clN.bigWig'	'OE_WWTR1_dox_TDI_rep3_REP1.mLb.clN.bigWig'	'OE_WWTR1_TDI_ATAC_S165176_REP1.mLb.clN.bigWig'	'OE_WWTR1_TDI_rep1_REP1.mLb.clN.bigWig'	'OE_WWTR1_TDI_rep3_REP1.mLb.clN.bigWig'	'SH_24h_ATAC_S165164_REP1.mLb.clN.bigWig'	'SH_24h_rep1_REP1.mLb.clN.bigWig'	'SH_24h_rep2_REP1.mLb.clN.bigWig'	'SH_48h_ATAC_S165165_REP1.mLb.clN.bigWig'	'SH_48h_rep1_REP1.mLb.clN.bigWig'	'SH_48h_rep2_REP1.mLb.clN.bigWig'	'SH_A_ATAC_S131296_REP1.mLb.clN.bigWig'	'SH_control_ATAC_S165166_REP1.mLb.clN.bigWig'	'SH_DMSO_ctrl_rep1_REP1.mLb.clN.bigWig'	'SH_DMSO_ctrl_rep2_REP1.mLb.clN.bigWig'	'SH_M_ATAC_S131295_REP1.mLb.clN.bigWig'	'SK_N_SH_ADR_rep1_REP1.mLb.clN.bigWig'	'SK_N_SH_ADR_rep2_REP1.mLb.clN.bigWig'	'SK_N_SH_MES_rep1_REP1.mLb.clN.bigWig'	'SK_N_SH_MES_rep2_REP1.mLb.clN.bigWig'
14	32332270	32378001	0.0553111314538802	0.1304931764722556	0.1385432317607771	0.10658236755691546	0.09508002103368549	0.09077189538164851	0.1834090572949512	0.10251337315103147	0.09709508206633626	0.14154078715378748	0.09107369307506473	0.04427394778075385	0.08950939008138489	0.046653634551824155	0.04969027023973684	0.03892516090630824	0.059656906992434984	0.021834596464308843	0.046102531010145845	0.031241176800038847	0.03452559421455258	0.03157087728113299	0.03539468175513115	0.026904082961883923	0.04669669918293862	0.04344411997988171	0.03549402684999779	0.030194016808435302	0.053932622214331094	0.03489726756883917	0.032663041323009956	0.029959062356969154	0.026868360758305877	0.14191974937810029	0.10262269443505001	0.08651981660417216	0.13851570810737412	0.1046342835520468	0.1605357908717128	0.04116451164345261	0.16400518230128172	0.12207920149068721	0.10340937196345813	0.1303436298374509	0.04414212753387499	0.045951354814761355	0.11476202996999839	0.1299916829756987
14	33915197	33960351	0.06391316586209725	0.1196891763924191	0.21345738351525853	0.10113882672581045	0.11331785713976933	0.13524089660931538	0.1791802177060557	0.1064569613015592	0.14992642838088863	0.16189080704948253	0.09035409284265988	0.11793185253671423	0.1312760089694483	0.08172202990203749	0.1400190674346514	0.05654127684479561	0.06246780060798284	0.026682776470128258	0.053302734787913704	0.03424736747418784	0.043778014336936136	0.04697171189773216	0.05515470474761804	0.044737374959192326	0.05211779290225709	0.06221372100502421	0.055378393990053155	0.03476579476328273	0.08895051328410192	0.058063244007418746	0.05597877481520725	0.04835299486386642	0.0520953968154764	0.19070072590408624	0.1635028362883297	0.1701564585154236	0.18080817592061432	0.16195749041447347	0.24671260296935618	0.06780480347574863	0.17719690917409278	0.1885216891083251	0.18535800237647526	0.17949077053303478	0.08132342347928954	0.07727620556125712	0.2045406056824328	0.199438586728641
14	35520697	35573201	0.10854803530393205	0.11730523476983261	0.24215107219804546	0.13079095075737496	0.08864078752104437	0.16346292118168615	0.23281443654557193	0.09224891835161356	0.18234755288952323	0.13866930981017975	0.10918923787576983	0.11560598819687437	0.12625911682501897	0.06539268222122151	0.101996235798013	0.11995985488440905	0.05808938296069	0.028034094481557414	0.06478531217625264	0.03461048143038353	0.052517258064197825	0.05779244947742045	0.07140227374465596	0.056338498330463734	0.056203719521022294	0.05849071284179034	0.06573763052092349	0.03564051231684792	0.06931991286742667	0.056968118886248795	0.06380406568379318	0.05321409972268836	0.0663615366269693	0.21072976574757846	0.11688486312763928	0.14117281324130662	0.1722614352368221	0.1399714065784304	0.19301158832898838	0.08684947868335965	0.2007932214712254	0.150597775543457	0.14586948910351735	0.18071631617519937	0.09030162329828907	0.11941528722304787	0.14131115056395177	0.16410357390505495
14	61501447	61543051	0.05464267386983935	0.13955634991555785	0.12897464591372457	0.083884681782902	0.07406058536582684	0.08613835492215746	0.13827028387028487	0.07719841487376163	0.11122502626687043	0.10814921267269495	0.07814926512621984	0.04511344467159516	0.08707703270221169	0.051785970827938066	0.058620543558774454	0.04657308046299942	0.07532957353473625	0.02645504169976474	0.05385848601490969	0.034322591973401075	0.04015232239397748	0.035436426619081744	0.046496956899247134	0.03306351585676768	0.046025188151962715	0.0491889517286751	0.045429580813402266	0.03273070138138421	0.06248987069333794	0.04117791598994411	0.04861302900562086	0.03838632700430093	0.037178327850093465	0.1345398852210676	0.09965726611222578	0.09582290868986677	0.12132638410523824	0.09967948438428532	0.14474502868022748	0.050307366234170765	0.11938442791416304	0.12630100257405297	0.10784314127938749	0.11498686876479242	0.04845183636442817	0.06146514731461932	0.13087727603027355	0.11051292085632936
14	69681647	69717901	0.06382174204113736	0.056621705160198814	0.1186306156528125	0.07344803921341943	0.09733605076942572	0.09989795142164101	0.15205066581621082	0.060647960281407315	0.09735274832618603	0.12250204256008439	0.07646648721415485	0.0646804420373754	0.08378480777660932	0.05537455728272343	0.06230037109896891	0.060454980630897784	0.05230954097005554	0.029725468352437084	0.06553871564703775	0.03951544393991856	0.04387853795325508	0.06024708425387082	0.07538980203081876	0.055626347414944696	0.050492258407824266	0.06368977876216989	0.06865466487522681	0.03746313699389091	0.0752322982604339	0.04606070527020474	0.058501416347139894	0.04498141046401591	0.0517691771665462	0.127634153046916	0.10859331022353735	0.10043564638283378	0.14217165825668884	0.11239909505125871	0.16662856594300732	0.08657220539371506	0.13793511225624977	0.1061005295777222	0.11266824410646159	0.10440279698058966	0.08775411540536707	0.08503220169935699	0.1349336568928017	0.13238609710306684
14	70045447	70118351	0.07067870639320017	0.03682712629302098	0.08158171192656603	0.046468868308462745	0.03880230889188044	0.07181202183995153	0.07891187916531582	0.03235442258887949	0.06673382714269659	0.06269062158807952	0.036577095076025745	0.05017647935234908	0.06506864005471433	0.05609057753257883	0.05964519145989906	0.06770860184012241	0.0425942753613982	0.02630795201711906	0.05155398636759666	0.031917571225283464	0.038525214492501396	0.038905487712227294	0.05503188060565444	0.03928221318150491	0.048044928590398946	0.04964710074704245	0.04884284108915242	0.03323769985248821	0.058357880571017096	0.04541026715139129	0.05211577176816128	0.04614211457291847	0.04464784244067041	0.06799675402927419	0.04059457236315415	0.04213634421592352	0.05523699615325836	0.03871982512180625	0.06321737261132203	0.04726886914484218	0.05047190780812754	0.04186933257654899	0.03982912013284232	0.03906398959864217	0.06250942613809302	0.08862452690005218	0.0502566000496176	0.0535595172023296
14	70131997	70186069	0.06606976174729988	0.07345558568569563	0.17734960476418943	0.02975340336818218	0.04364178725621085	0.0759444489740848	0.11397401366739786	0.044849242094665245	0.12888720762582137	0.05068986755402225	0.04953108763002107	0.04255978920860231	0.05756548347191255	0.0669243129268636	0.08446478854142397	0.06788490058146068	0.04649365087156798	0.025516381494112124	0.0575218534172224	0.03267661135281062	0.03843418958419825	0.04107097258012778	0.05682135965136074	0.048446112003625565	0.0514350312363422	0.04504780368370115	0.06565669898674098	0.02951430328405026	0.0663949322099738	0.041510052573047115	0.04950280306082239	0.038167796181860586	0.04432650019904384	0.05876325396802893	0.039524277348084585	0.028222013713176945	0.047199597418092105	0.031156495833947237	0.0499802849988799	0.05609495493005617	0.047421200091272035	0.03224172919133214	0.032122646322005885	0.03808254645739223	0.07321179563856538	0.10989660806808918	0.042984874449930266	0.029404363825593433
14	73437447	73467051	0.14720309137133336	0.32578709323192334	0.442837540185899	0.31095115258640926	0.2663166991630185	0.3119786873882274	0.4685101357494041	0.30830343436731944	0.42019590755642044	0.43127268801002416	0.26998414644956176	0.22181989098034183	0.3019590326039908	0.1351462572557039	0.22099445276004853	0.1884500900857883	0.16435060278960076	0.039546239237729174	0.09446179486063774	0.040521860253313405	0.06848550540845855	0.08721403058432674	0.10830380041187986	0.0837230780726272	0.05921932686338321	0.09142015786468076	0.09958916098198319	0.041463843913086	0.13239187974048439	0.0986608778410289	0.09572230535232938	0.08832956906573215	0.10471708157106994	0.29698684924724	0.24781555117652435	0.24819513954496344	0.33036820900856134	0.2712290339514678	0.45865566710175876	0.11738418982503204	0.3389675258404304	0.2711834806073322	0.26800453868198654	0.3235801682032105	0.17000161874411993	0.24724716861440985	0.2992337251656204	0.3346671785058023
14	74563097	74607251	0.08782989778356409	0.19052185922759218	0.1746019322448841	0.15702292816909627	0.15372079030032001	0.122343323892518	0.253245982212834	0.13381992783111407	0.12978539130822042	0.2176966526269234	0.116876461614104	0.08846893110772754	0.23305781504851858	0.09074721263100805	0.1316486973418351	0.08968798279545642	0.1508708479178747	0.03818155987873904	0.08637731265323621	0.04096865937916763	0.053021868259250815	0.05724667784679673	0.09915649777050572	0.07412966684618671	0.054315812596119735	0.08569703365034813	0.08170083775942333	0.04024457495769219	0.08277361581817186	0.05916441117928915	0.07575694076360813	0.06478170824001012	0.06118488892462695	0.14315892389131793	0.10083194960772612	0.0979572043868629	0.1657577148643187	0.09694872080388667	0.12868191132302267	0.09145217525109037	0.16472375320622687	0.12241996302813764	0.11005224467506854	0.19623824357311645	0.1115157397177784	0.1076050499724597	0.13029335844630865	0.12480160923654826
14	77863847	77927301	0.09071597518050482	0.04794935097305411	0.10315906637020712	0.05661135940626105	0.04797480001865855	0.0750365830477529	0.14677936047648774	0.04469992565250139	0.08429900742229983	0.07895771151036585	0.04949945892115871	0.08084837046106605	0.07530971868394201	0.07801689126569632	0.1068542419954349	0.08146139650330794	0.055830769396556915	0.03360088271305018	0.07909020188126684	0.0388658046425428	0.05043173939283335	0.05818767771245751	0.07195287790916005	0.05765763323102206	0.054746741737944596	0.07591010101829278	0.06832833754260594	0.03896823850789975	0.0927785857486719	0.061401768814435	0.07113299520691911	0.059098116315881376	0.059938933336868276	0.12739531917900118	0.0907510112096592	0.08192231807374792	0.12068180629042541	0.11860858959605007	0.19554466248100072	0.08147776241234216	0.10367686664944274	0.07124958331429557	0.07325818022609941	0.06382021890278695	0.10928533922474237	0.13523533786605677	0.08370793085493322	0.09300656095252598
