"se_id","chr","start","end","control_accessibility","h24_accessibility","h48_accessibility","log2fc_24h","log2fc_48h","cell_line","change_24h","change_48h"
"SE_1",1,15876747,15919451,0.10506671306883,0.101860389990069,0.132779721175815,-0.0442844373794035,0.334887477410864,"CLB_Ma","No change","No change"
"SE_2",1,36342397,36377001,0.30231563567228,0.290062714824227,0.331695917155697,-0.0594898277714633,0.13338429195059,"CLB_Ma","No change","No change"
"SE_3",1,39102947,39272851,0.130200802731938,0.115177782890728,0.171241294839184,-0.175442343707164,0.392654523355476,"CLB_Ma","No change","No change"
"SE_4",1,39375747,39427701,0.166375834598183,0.163953446504245,0.209888321418017,-0.0210323277830077,0.333387954337696,"CLB_Ma","No change","No change"
"SE_5",1,51619871,51673751,0.154079497176115,0.136175896765169,0.166559281217014,-0.176980955246215,0.111663638097944,"CLB_Ma","No change","No change"
"SE_6",1,85313097,85385301,0.128592173850909,0.104527453619853,0.141429467869985,-0.296360221832523,0.136269067184659,"CLB_Ma","No change","No change"
"SE_7",1,85427447,85462205,0.0559657649501667,0.0505492648636144,0.0691938792704704,-0.14414330112321,0.301250081834971,"CLB_Ma","No change","No change"
"SE_8",1,85548747,85585701,0.269421091615126,0.227342658509725,0.312760403431801,-0.24400727357311,0.214455615995548,"CLB_Ma","No change","No change"
"SE_9",1,115298747,115335151,0.170896218962371,0.131557271985016,0.161829984001358,-0.374921994111993,-0.0781714253178064,"CLB_Ma","No change","No change"
"SE_10",1,156086247,156141351,0.538487719437855,0.514564118529125,0.627144113316401,-0.0654382588440653,0.219505471033397,"CLB_Ma","No change","No change"
"SE_11",1,157996270,158050551,0.215737408178363,0.219584013988105,0.250482739611591,0.0253800612831325,0.214511205358333,"CLB_Ma","No change","No change"
"SE_12",1,162653747,162723901,0.140446480871834,0.132036560232879,0.178077933810393,-0.0884335113618765,0.340331294185277,"CLB_Ma","No change","No change"
"SE_13",1,163033097,163057701,0.273326335386723,0.223438961570346,0.331681956622938,-0.289569984962506,0.278250494301254,"CLB_Ma","No change","No change"
"SE_14",1,181092697,181117901,0.303628459303364,0.261377396647521,0.317139607293025,-0.215407289352514,0.0626092646425842,"CLB_Ma","No change","No change"
"SE_15",1,183026457,183071551,0.144566246759517,0.153214791596361,0.185708533118077,0.0832652800381789,0.359111995654283,"CLB_Ma","No change","No change"
"SE_16",1,198254597,198295951,0.0854401114713896,0.0731730541896367,0.106906116721669,-0.220805757242434,0.320003809379404,"CLB_Ma","No change","No change"
"SE_17",1,203506147,203560001,0.278515935616387,0.336511970335734,0.426238370815636,0.272008134686762,0.612110687512508,"CLB_Ma","No change","Increased"
"SE_18",1,203663097,203697401,0.255996964667992,0.239092402847259,0.278851297241213,-0.098161566541477,0.122909115132431,"CLB_Ma","No change","No change"
"SE_19",1,204408247,204440051,0.338927202484694,0.313090997272575,0.443913723519355,-0.114043225461751,0.388299782268091,"CLB_Ma","No change","No change"
"SE_20",1,218449847,218501301,0.277968566466727,0.21350376340478,0.294911546468066,-0.379099612066969,0.0850634199187552,"CLB_Ma","No change","No change"
"SE_21",1,223704647,223734151,0.406339060340146,0.408505451287976,0.427232049542558,0.00765249386043731,0.0721626101520025,"CLB_Ma","No change","No change"
"SE_22",1,223747397,223789651,0.136189997240252,0.12564613265181,0.157317031147598,-0.115372273302561,0.206641167544054,"CLB_Ma","No change","No change"
"SE_23",1,234956997,235001201,0.321671197207522,0.317353726271328,0.412302270707434,-0.0194341526215629,0.357132486567159,"CLB_Ma","No change","No change"
"SE_24",1,243246597,243291601,0.301041484131401,0.279944937673314,0.332555897922615,-0.104459306555899,0.143181839935733,"CLB_Ma","No change","No change"
"SE_25",2,36339747,36515551,0.152398265429202,0.135874015137712,0.167215308617437,-0.16443358547783,0.133026836130128,"CLB_Ma","No change","No change"
"SE_26",2,55096397,55115801,0.232526793202188,0.211191460108838,0.298512659190872,-0.138221489504621,0.359028897205245,"CLB_Ma","No change","No change"
"SE_27",2,62710647,62744101,0.0946531973376939,0.0679712855540243,0.148824688660399,-0.471817336029655,0.647390277427576,"CLB_Ma","No change","Increased"
"SE_28",2,68028247,68060026,0.119819494049426,0.101067884431627,0.149739120581805,-0.243324255272816,0.319200630882073,"CLB_Ma","No change","No change"
"SE_29",2,69116247,69192151,0.240196219522326,0.207596336095365,0.306185348656822,-0.209493477039421,0.348902112908239,"CLB_Ma","No change","No change"
"SE_30",2,117936997,117987701,0.148798956227179,0.157215950452153,0.189002534372153,0.0788674802466487,0.342991090863661,"CLB_Ma","No change","No change"
"SE_31",2,160204847,160243551,0.403058905116387,0.372242336910826,0.506179883944252,-0.114452988928037,0.327931896200569,"CLB_Ma","No change","No change"
"SE_32",2,160313747,160455451,0.0932733563963951,0.077403066752335,0.110533364235442,-0.265940006237414,0.242553346264844,"CLB_Ma","No change","No change"
"SE_33",2,177215997,177261130,0.152479567615065,0.167701835742948,0.179781919098612,0.136429066839031,0.236203788164698,"CLB_Ma","No change","No change"
"SE_34",2,189080997,189129951,0.0834430489771469,0.0855813218466391,0.106480253752307,0.0360771556252347,0.348021056564734,"CLB_Ma","No change","No change"
"SE_35",2,189247497,189288951,0.15780622260664,0.120125217115118,0.199452242881431,-0.390768191986965,0.335991116408338,"CLB_Ma","No change","No change"
"SE_36",2,189366697,189413251,0.128039612587735,0.120095014225806,0.141055620832748,-0.0916745452310802,0.138641904722904,"CLB_Ma","No change","No change"
"SE_37",2,207219797,207260201,0.389212790474437,0.289164157849808,0.323382245919385,-0.427391744292612,-0.26656620750564,"CLB_Ma","No change","No change"
"SE_38",2,223034497,223094701,0.260109347228274,0.205318969436088,0.263577454605651,-0.339777632378985,0.0190360263527377,"CLB_Ma","No change","No change"
"SE_39",2,233402847,233443401,0.204970653314571,0.165860684081926,0.249938815542651,-0.303794731779396,0.284896849000759,"CLB_Ma","No change","No change"
"SE_40",3,8442247,8465001,0.182483772827292,0.165715819036596,0.207798337871402,-0.138261475078073,0.186457749652753,"CLB_Ma","No change","No change"
"SE_41",3,8504804,8566501,0.106438155189026,0.0790823389261482,0.120125325445378,-0.423950421704578,0.172994104245437,"CLB_Ma","No change","No change"
"SE_42",3,8928147,8957701,0.144281998660295,0.114809648405203,0.173412011508763,-0.327100502153276,0.263643444714041,"CLB_Ma","No change","No change"
"SE_43",3,15766847,15817451,0.120503231543075,0.11291881406263,0.141355170695522,-0.0929886522694168,0.228500211550103,"CLB_Ma","No change","No change"
"SE_44",3,57998447,58082501,0.175630392177722,0.155643951988751,0.217466285867287,-0.17324453543059,0.306677053593324,"CLB_Ma","No change","No change"
"SE_45",3,71487997,71522851,0.167959429880481,0.128169451722744,0.18858671886226,-0.387411955410444,0.166181030779454,"CLB_Ma","No change","No change"
"SE_46",3,98954747,98983151,0.145084913836389,0.151512599992676,0.14996220730042,0.0621212384354341,0.047380223664753,"CLB_Ma","No change","No change"
"SE_47",3,100001947,100045201,0.148790444717011,0.126935709504877,0.141264166374887,-0.227526589285846,-0.0743732754573046,"CLB_Ma","No change","No change"
"SE_48",3,111850747,111917851,0.185158141717145,0.153665201675954,0.19266929878676,-0.267380075069639,0.0570665558764004,"CLB_Ma","No change","No change"
"SE_49",3,112629747,112658501,0.427269078836573,0.341003306468957,0.455327671940744,-0.324507244875141,0.0915526242437596,"CLB_Ma","No change","No change"
"SE_50",3,120406897,120448070,0.180991333511222,0.165915987617339,0.220458575433262,-0.124747604292486,0.283167112652349,"CLB_Ma","No change","No change"
"SE_51",3,123732947,123803701,0.249745527595793,0.195692570197394,0.29230646543753,-0.350281505800769,0.226184904638288,"CLB_Ma","No change","No change"
"SE_52",3,128758647,128806351,0.103114840107837,0.0797510993439735,0.107360942713272,-0.366621913328363,0.0576691305906017,"CLB_Ma","No change","No change"
"SE_53",3,134308647,134335151,0.416223549373349,0.286166208647498,0.359816237638942,-0.538934595589695,-0.209556325314309,"CLB_Ma","No change","No change"
"SE_54",3,134457747,134482731,0.187375209085421,0.203069653833822,0.213343622043482,0.115452549306176,0.186316376181161,"CLB_Ma","No change","No change"
"SE_55",3,136136147,136186501,0.0670940970060836,0.0489573053110861,0.0683735027769373,-0.446834077881838,0.026854992165114,"CLB_Ma","No change","No change"
"SE_56",3,159760747,159788351,0.366351818824343,0.372717553780972,0.362005097973358,0.0247859120477241,-0.017172608387763,"CLB_Ma","No change","No change"
"SE_57",3,160394897,160434051,0.113553327907142,0.107774002278616,0.119176397947902,-0.0746855872899375,0.0691342144579694,"CLB_Ma","No change","No change"
"SE_58",3,171345247,171395851,0.124881540845187,0.110741503151722,0.150275174560915,-0.171901610342504,0.265108506365486,"CLB_Ma","No change","No change"
"SE_59",3,172114947,172182951,0.19968777621524,0.168059130448078,0.23557860592428,-0.247424811018162,0.237366869406964,"CLB_Ma","No change","No change"
"SE_60",3,178168947,178207101,0.092520061765081,0.0966184751884474,0.139677720965055,0.0618783341548666,0.589046080225893,"CLB_Ma","No change","Increased"
"SE_61",3,188233597,188299051,0.243594578426011,0.198403966082875,0.262114184592586,-0.294698321309721,0.105296600789208,"CLB_Ma","No change","No change"
"SE_62",3,196773597,196808001,0.230662581497996,0.223776619595351,0.286959378616056,-0.0435330569236173,0.313840273606236,"CLB_Ma","No change","No change"
"SE_63",4,15676347,15693351,0.375625538123985,0.324368065032765,0.387558642841455,-0.211058172114888,0.0450015232851189,"CLB_Ma","No change","No change"
"SE_64",4,41142347,41206251,0.176298321451509,0.154827992574662,0.210973676467753,-0.186224458746743,0.257706239902122,"CLB_Ma","No change","No change"
"SE_65",4,48345947,48381151,0.168625730514885,0.0940282459496696,0.169587329382353,-0.835926723571231,0.00815546359194272,"CLB_Ma","Decreased","No change"
"SE_66",4,69763710,69800501,0.0712644935272686,0.0569831617821369,0.0945570004702135,-0.317652962036435,0.403074601620849,"CLB_Ma","No change","No change"
"SE_67",4,76579597,76591951,0.24176457582532,0.169382322108571,0.20954149939295,-0.510782261507808,-0.205453291170981,"CLB_Ma","No change","No change"
"SE_68",4,76687447,76709901,0.121727162555764,0.121308346801262,0.141655209132617,-0.0049317260346501,0.217077840249022,"CLB_Ma","No change","No change"
"SE_69",4,76722897,76784501,0.212571375831759,0.191185050271755,0.267806601873525,-0.152222185159116,0.331850270061132,"CLB_Ma","No change","No change"
"SE_70",4,76952711,77066251,0.186199430588723,0.166052987337739,0.207373119528657,-0.164270264623067,0.154593132982466,"CLB_Ma","No change","No change"
"SE_71",4,79996597,80039451,0.141795195009185,0.123609446670351,0.170636264950949,-0.196533990632205,0.265406977268532,"CLB_Ma","No change","No change"
"SE_72",4,113890697,113976721,0.089296073528892,0.0774713434479737,0.0917800344810681,-0.202497354640454,0.039151128022229,"CLB_Ma","No change","No change"
"SE_73",4,114242047,114284101,0.154160725711365,0.113228516994905,0.166412403527987,-0.441840566178462,0.10964299192093,"CLB_Ma","No change","No change"
"SE_74",4,122758547,122785001,0.227182487139907,0.177244011279573,0.233229762784591,-0.356334464769827,0.0377363359186591,"CLB_Ma","No change","No change"
"SE_75",4,122873447,122913301,0.0838890524084471,0.070359107973341,0.0872939830857837,-0.2504809298159,0.0567366160626584,"CLB_Ma","No change","No change"
"SE_76",4,150203097,150260401,0.160143893964298,0.130805518914445,0.177960645889497,-0.289938743458562,0.151292845281091,"CLB_Ma","No change","No change"
"SE_77",4,158802947,158826551,0.410833531794214,0.355052417817929,0.420739291007921,-0.209971650558035,0.0342901353604803,"CLB_Ma","No change","No change"
"SE_78",4,185340297,185363101,0.315317985405532,0.246310317816756,0.4044332797024,-0.355053157445654,0.358088928418774,"CLB_Ma","No change","No change"
"SE_79",5,9426847,9485051,0.170064983265795,0.163724318592409,0.225247724977661,-0.0544909137875162,0.4033588126902,"CLB_Ma","No change","No change"
"SE_80",5,65184147,65209951,0.196413802449704,0.16239028554216,0.221232670235069,-0.272900651452459,0.170848060412427,"CLB_Ma","No change","No change"
"SE_81",5,76488897,76543601,0.0754453509790912,0.072618244858935,0.0956724100734732,-0.0543654121404994,0.338675442127666,"CLB_Ma","No change","No change"
"SE_82",5,83501697,83567351,0.0803420915752821,0.0714553454159417,0.0936664780566093,-0.166909958767321,0.218851561768592,"CLB_Ma","No change","No change"
"SE_83",5,95711147,95794501,0.174853873334945,0.140518177159478,0.214489257601378,-0.313389741462052,0.293238839094485,"CLB_Ma","No change","No change"
"SE_84",5,140240947,140263301,0.32394555534412,0.293508580728772,0.410549644361183,-0.141888346038414,0.340868455678185,"CLB_Ma","No change","No change"
"SE_85",5,140280247,140335801,0.226750322488573,0.200652723507142,0.270504345283651,-0.175580206037122,0.253522190938896,"CLB_Ma","No change","No change"
"SE_86",5,147471147,147506901,0.215622385039848,0.18390317086212,0.245674798561675,-0.22841236857617,0.187427996791445,"CLB_Ma","No change","No change"
"SE_87",5,151660847,151701051,0.32096641643341,0.298001401904161,0.387912431279641,-0.106757963340938,0.272535138090166,"CLB_Ma","No change","No change"
"SE_88",5,169586631,169604651,0.0863426761663094,0.0883394892897393,0.119556563466604,0.0326112717293154,0.464951556927402,"CLB_Ma","No change","No change"
"SE_89",6,11161397,11228301,0.141602851185971,0.114393508097532,0.148355947727518,-0.305440765211193,0.0667518633600759,"CLB_Ma","No change","No change"
"SE_90",6,30725347,30784151,0.410650636692268,0.374960891938209,0.467638849273264,-0.130837859249072,0.187056098367156,"CLB_Ma","No change","No change"
"SE_91",6,37126147,37146201,0.402586515949975,0.375365473189297,0.429299280093922,-0.10074368904033,0.0924624526023266,"CLB_Ma","No change","No change"
"SE_92",6,44655047,44669401,0.272575606256517,0.268491679399366,0.334414534805664,-0.0216988658651919,0.294005611718086,"CLB_Ma","No change","No change"
"SE_93",6,52503197,52574063,0.194650985795114,0.181207078658429,0.208179139970697,-0.102703371086645,0.0964566091487111,"CLB_Ma","No change","No change"
"SE_94",6,140043647,140073501,0.271143758593673,0.226301302470797,0.25802728469344,-0.259762998309079,-0.0712648768477595,"CLB_Ma","No change","No change"
"SE_95",6,151022147,151071401,0.428695133252928,0.347314298875177,0.472158596024537,-0.302923738027297,0.139010398289146,"CLB_Ma","No change","No change"
"SE_96",6,152704947,152754551,0.131461026652399,0.114346125094096,0.160400933978834,-0.199598405803134,0.285080981944783,"CLB_Ma","No change","No change"
"SE_97",6,158008197,158058551,0.332611044374142,0.328829052576922,0.42092293724524,-0.0164485684240137,0.338812468996623,"CLB_Ma","No change","No change"
"SE_98",7,18492447,18592001,0.103687036116459,0.103131559104057,0.142314554352017,-0.00767542584515137,0.453102332682783,"CLB_Ma","No change","No change"
"SE_99",7,23449697,23478301,0.317940247055092,0.30749435071273,0.363739040185199,-0.0480420923623283,0.193578465456858,"CLB_Ma","No change","No change"
"SE_100",7,130355747,130375151,0.469124954273891,0.40777901218203,0.533580664082484,-0.201723134624592,0.185363394937338,"CLB_Ma","No change","No change"
"SE_101",7,130880747,130926401,0.389316540513178,0.336173182901366,0.419906897933616,-0.211154805449184,0.108856551725155,"CLB_Ma","No change","No change"
"SE_102",7,134809197,134848151,0.0900846279010866,0.087856569327804,0.103028030909162,-0.0357291536819536,0.191692822582617,"CLB_Ma","No change","No change"
"SE_103",7,134879597,134946501,0.121107344792717,0.111095562191099,0.139824365059305,-0.123420817789041,0.205746985386262,"CLB_Ma","No change","No change"
"SE_104",8,32685847,32716151,0.0924305604769065,0.0871945195656172,0.121773173479569,-0.0832055134364142,0.394028931830886,"CLB_Ma","No change","No change"
"SE_105",8,66505747,66560201,0.296676816677335,0.244815400865297,0.326662709713198,-0.276171561139389,0.138464625891497,"CLB_Ma","No change","No change"
"SE_106",8,117927647,117958551,0.126233222714563,0.102067871017249,0.133255172960378,-0.303880754961995,0.0775022459594222,"CLB_Ma","No change","No change"
"SE_107",8,117977047,118057451,0.143621036088437,0.128856762008155,0.16622062846466,-0.155356275934713,0.209475413250771,"CLB_Ma","No change","No change"
"SE_108",8,127798959,127929451,0.292599726842172,0.241191661372205,0.320490529258732,-0.277701431852081,0.130925612108016,"CLB_Ma","No change","No change"
"SE_109",9,12778010,12823051,0.183356593604224,0.14289844335835,0.194350601567069,-0.357448030445927,0.0835666821441896,"CLB_Ma","No change","No change"
"SE_110",9,33148547,33163301,0.341412113574673,0.334001894299091,0.378478049528842,-0.0315644876771778,0.148282695896749,"CLB_Ma","No change","No change"
"SE_111",9,33305747,33338851,0.163594889087045,0.152035010421734,0.204701102254646,-0.105057796955256,0.321629985946092,"CLB_Ma","No change","No change"
"SE_112",9,33820797,33878851,0.0635029390942695,0.0623585050673267,0.0779599885385305,-0.0258266031465028,0.29175688154697,"CLB_Ma","No change","No change"
"SE_113",9,35510497,35534101,0.285334095148834,0.170830187263484,0.294159794585342,-0.73671595650629,0.0437967479283956,"CLB_Ma","Decreased","No change"
"SE_114",9,36089347,36114801,0.277676857787617,0.245315633197553,0.327371478929637,-0.178085005504448,0.236735624240946,"CLB_Ma","No change","No change"
"SE_115",9,37929397,37979101,0.255534902028241,0.218725821374406,0.26525537792242,-0.22345070043859,0.0536555453051201,"CLB_Ma","No change","No change"
"SE_116",9,38008247,38049251,0.312752023196254,0.286206452903344,0.374070171073787,-0.127536598417669,0.257535769423254,"CLB_Ma","No change","No change"
"SE_117",9,112031947,112082301,0.432754049600265,0.31475398695772,0.43235030759978,-0.458076276267675,-0.00134349832094621,"CLB_Ma","No change","No change"
"SE_118",9,123036640,123103201,0.119328757837927,0.0993276176780129,0.143204897309216,-0.262262680623901,0.26113868142123,"CLB_Ma","No change","No change"
"SE_119",9,129480397,129503501,0.389501164665753,0.353312316154492,0.417676061938344,-0.140305235737394,0.100507582261933,"CLB_Ma","No change","No change"
"SE_120",10,4765947,4781801,0.249656096237617,0.223089817317384,0.303863758325653,-0.161632228500699,0.282455332949275,"CLB_Ma","No change","No change"
"SE_121",10,17198947,17218401,0.278214993159038,0.245966422949385,0.282158072171442,-0.177061503535822,0.020231245451913,"CLB_Ma","No change","No change"
"SE_122",10,28539747,28607351,0.0488592227482844,0.0445348071280578,0.0640926762376769,-0.130890619641195,0.38463483785644,"CLB_Ma","No change","No change"
"SE_123",10,32938556,32963651,0.19647374459971,0.184063276890844,0.225827989443045,-0.093642208673833,0.199937822154211,"CLB_Ma","No change","No change"
"SE_124",10,33210847,33241751,0.149583667678701,0.136555471243451,0.158759655192197,-0.130551779906696,0.0853378205116518,"CLB_Ma","No change","No change"
"SE_125",10,52516047,52542901,0.127388179484626,0.108399768582023,0.110951229231249,-0.23090269537351,-0.197642012557077,"CLB_Ma","No change","No change"
"SE_126",10,62224097,62264501,0.162970700640292,0.106936697823411,0.148263105234655,-0.603252591860759,-0.135580442626963,"CLB_Ma","Decreased","No change"
"SE_127",10,71835247,71861901,0.448245992100503,0.331502025575828,0.433019112236083,-0.434142503521208,-0.0497470591205762,"CLB_Ma","No change","No change"
"SE_128",10,74049647,74090251,0.0852033477509885,0.0721677242124473,0.106246339245709,-0.236536511812926,0.31511260019562,"CLB_Ma","No change","No change"
"SE_129",10,77494247,77535201,0.324358862615234,0.278484250139586,0.334312812691444,-0.219264867839711,0.0434757586663838,"CLB_Ma","No change","No change"
"SE_130",10,90913547,90937551,0.369998673348482,0.220057534536728,0.322779272297331,-0.746992119908094,-0.196403397792251,"CLB_Ma","Decreased","No change"
"SE_131",10,93435197,93479316,0.447955520585099,0.441370610062101,0.533335081713721,-0.0213169798784477,0.251172220484577,"CLB_Ma","No change","No change"
"SE_132",10,99945397,100006952,0.180430264098338,0.191324218994111,0.246870941193843,0.0841253201013071,0.450174019343269,"CLB_Ma","No change","No change"
"SE_133",10,126198347,126264901,0.228924265005137,0.222741571594451,0.250229702940028,-0.0393253918966249,0.127848315863814,"CLB_Ma","No change","No change"
"SE_134",11,8704047,8734001,0.291130080274375,0.267619854852389,0.374301108796981,-0.121044973825032,0.36143763421152,"CLB_Ma","No change","No change"
"SE_135",11,9564747,9593851,0.381676051354489,0.359676288822706,0.443866263757076,-0.0854190348432395,0.21724807945832,"CLB_Ma","No change","No change"
"SE_136",11,12156847,12238251,0.310750925667405,0.267742509326477,0.357572827633223,-0.214169300837201,0.201872322265187,"CLB_Ma","No change","No change"
"SE_137",11,57764759,57800701,0.228691054910441,0.182340518528174,0.267743552888329,-0.325169014615531,0.226535471623873,"CLB_Ma","No change","No change"
"SE_138",11,65471697,65503201,0.761028200632446,0.72488096150126,0.860963448735186,-0.0701114114895361,0.177782304617999,"CLB_Ma","No change","No change"
"SE_139",11,66066197,66134001,0.168975769933198,0.141858841112845,0.173157175769269,-0.250738781481778,0.035060812608959,"CLB_Ma","No change","No change"
"SE_140",11,74121747,74163301,0.12459159961064,0.0859552966372598,0.147451076700713,-0.530394157525579,0.241247586528167,"CLB_Ma","No change","No change"
"SE_141",11,86717847,86763301,0.270989421035225,0.251458837452515,0.310564068315857,-0.107502358720436,0.195978322322315,"CLB_Ma","No change","No change"
"SE_142",11,96045247,96167601,0.152955817047666,0.117787112324314,0.161436393633457,-0.374138057990153,0.0773585234014229,"CLB_Ma","No change","No change"
"SE_143",11,96186547,96338436,0.165996760091471,0.144822732877884,0.213967940173498,-0.195604468619379,0.364301402415096,"CLB_Ma","No change","No change"
"SE_144",11,111530747,111564401,0.28328707371341,0.227572859740359,0.302443767710943,-0.314694391261925,0.0940806876707058,"CLB_Ma","No change","No change"
"SE_145",11,120329347,120348301,0.264215880589794,0.23597921340003,0.330975296677265,-0.16240664482323,0.323908726410671,"CLB_Ma","No change","No change"
"SE_146",11,122156497,122199001,0.161373182130116,0.134002480024311,0.164272402378855,-0.266327463750633,0.0255324658375442,"CLB_Ma","No change","No change"
