Chromosome	Start	Ratio	MedianRatio	CopyNumber
1	1	-1	-1	-1
1	25001	-1	-1	-1
1	50001	-1	-1	-1
1	75001	-1	-1	-1
1	100001	-1	-1	-1
1	125001	-1	-1	-1
1	150001	-1	-1	-1
1	175001	-1	-1	-1
1	200001	-1	-1	-1
1	225001	-1	-1	-1
1	250001	-1	-1	-1
1	275001	-1	-1	-1
1	300001	-1	-1	-1
1	325001	-1	-1	-1
1	350001	-1	-1	-1
1	375001	-1	-1	-1
1	400001	-1	-1	-1
1	425001	-1	-1	-1
1	450001	-1	-1	-1
1	475001	-1	-1	-1
1	500001	-1	-1	-1
1	525001	-1	-1	-1
1	550001	-1	-1	-1
1	575001	-1	-1	-1
1	600001	-1	-1	-1
1	625001	-1	-1	-1
1	650001	-1	-1	-1
1	675001	-1	-1	-1
1	700001	-1	-1	-1
1	725001	-1	-1	-1
1	750001	-1	-1	-1
1	775001	-1	-1	-1
1	800001	-1	-1	-1
1	825001	-1	-1	-1
1	850001	-1	-1	-1
1	875001	1.6844	1.59715	-1
1	900001	1.84787	1.59715	-1
1	925001	1.61684	1.59715	-1
1	950001	1.35092	1.59715	-1
1	975001	2.42533	1.59715	-1
1	1000001	3.73217	1.59715	-1
1	1025001	1.04312	1.59715	-1
1	1050001	1.3409	1.59715	-1
1	1075001	1.87591	1.59715	-1
1	1100001	2.67188	1.59715	-1
1	1125001	0.461159	1.59715	-1
1	1150001	0.633877	1.59715	-1
1	1175001	0.626806	1.59715	-1
1	1200001	0.628225	1.59715	-1
1	1225001	1.06762	1.59715	-1
1	1250001	1.47105	1.59715	-1
1	1275001	1.01668	1.59715	-1
1	1300001	3.09276	1.59715	-1
1	1325001	1.13769	1.59715	-1
1	1350001	1.78933	1.59715	-1
1	1375001	2.88455	1.59715	-1
1	1400001	1.65431	1.59715	-1
1	1425001	1.025	1.59715	-1
1	1450001	1.51047	1.59715	-1
1	1475001	0.92158	1.59715	-1
1	1500001	2.66198	1.59715	-1
1	1525001	1.49525	1.59715	-1
1	1550001	2.13551	1.59715	-1
1	1575001	1.52474	1.59715	-1
1	1600001	1.92843	1.59715	-1
1	1625001	-1	1.59715	-1
1	1650001	2.64101	1.59715	-1
1	1675001	-1	1.59715	-1
1	1700001	-1	1.59715	-1
1	1725001	-1	1.59715	-1
1	1750001	0.959817	1.59715	-1
1	1775001	1.90772	1.59715	-1
1	1800001	1.23465	1.59715	-1
1	1825001	2.64869	1.59715	-1
1	1850001	2.77291	1.59715	-1
1	1875001	3.1083	1.59715	-1
1	1900001	2.88042	1.59715	-1
1	1925001	1.57746	1.59715	-1
1	1950001	0.995512	1.59715	-1
1	1975001	1.05861	1.59715	-1
1	2000001	1.22545	1.59715	-1
1	2025001	1.42362	1.59715	-1
1	2050001	1.8244	1.59715	-1
1	2075001	0.703646	1.59715	-1
1	2100001	0.855799	1.59715	-1
1	2125001	2.25138	1.59715	-1
1	2150001	0.946	1.59715	-1
1	2175001	2.99082	1.59715	-1
1	2200001	3.46645	1.59715	-1
1	2225001	2.39402	1.59715	-1
1	2250001	2.0572	1.59715	-1
1	2275001	0.831829	0.952791	-1
1	2300001	0.966268	0.952791	-1
1	2325001	0.643975	0.952791	-1
1	2350001	0.982248	0.952791	-1
1	2375001	1.67209	0.952791	-1
1	2400001	1.9911	0.952791	-1
1	2425001	0.766022	0.952791	-1
1	2450001	-1	0.952791	-1
1	2475001	-1	0.952791	-1
1	2500001	-1	0.952791	-1
1	2525001	-1	0.952791	-1
1	2550001	-1	0.952791	-1
1	2575001	-1	0.952791	-1
1	2600001	-1	0.952791	-1
1	2625001	-1	0.952791	-1
1	2650001	-1	0.952791	-1
1	2675001	-1	0.952791	-1
1	2700001	-1	0.952791	-1
1	2725001	-1	0.952791	-1
1	2750001	-1	0.952791	-1
1	2775001	-1	0.952791	-1
1	2800001	0.551415	0.952791	-1
1	2825001	0.900959	0.952791	-1
1	2850001	0.673926	0.952791	-1
1	2875001	0.537777	0.952791	-1
1	2900001	0.77229	0.952791	-1
1	2925001	0.708689	0.952791	-1
1	2950001	0.653043	0.952791	-1
1	2975001	0.549301	0.952791	-1
1	3000001	0.881937	0.952791	-1
1	3025001	0.684234	0.952791	-1
