"se_id","chr","start","end","control_accessibility","h24_accessibility","h48_accessibility","log2fc_24h","log2fc_48h","cell_line","change_24h","change_48h"
"SE_1",1,15876747,15919451,0.108000825448684,0.14596159546987,0.0974789112838322,0.431100133701841,-0.146452342816725,"CLB_Ma","No change","No change"
"SE_2",1,36342397,36377001,0.211335053353605,0.239655290028865,0.156749081455512,0.180625578279597,-0.428710953681186,"CLB_Ma","No change","No change"
"SE_3",1,39102947,39272851,0.120900830349823,0.129314479810399,0.109075411627534,0.0962894437800752,-0.147215713923013,"CLB_Ma","No change","No change"
"SE_4",1,39375747,39427701,0.168671273728546,0.183344914931912,0.128563808611565,0.119665291492793,-0.38907954660263,"CLB_Ma","No change","No change"
"SE_5",1,51619871,51673751,0.147321368502333,0.161429738209938,0.0925551792444316,0.131089330095509,-0.664837031466255,"CLB_Ma","No change","Decreased"
"SE_6",1,85313097,85385301,0.113623742710445,0.108863227059077,0.0864194586146109,-0.0611973347316751,-0.390879560507026,"CLB_Ma","No change","No change"
"SE_7",1,85427447,85462205,0.0726124985971832,0.102605215939124,0.0588587174011263,0.493073990390828,-0.298389374526822,"CLB_Ma","No change","No change"
"SE_8",1,85548747,85585701,0.239155872025289,0.286218567674216,0.201760937487189,0.258177933168856,-0.244191344674747,"CLB_Ma","No change","No change"
"SE_9",1,115298747,115335151,0.171140607683254,0.152540065678946,0.136943545752731,-0.16497229654378,-0.319509510946471,"CLB_Ma","No change","No change"
"SE_10",1,156086247,156141351,0.469246783168982,0.565175473276376,0.407443943859307,0.267831178346964,-0.203279982776456,"CLB_Ma","No change","No change"
"SE_11",1,157996270,158050551,0.193916865997882,0.262822520531505,0.22287344420512,0.436708790575267,0.199824475099105,"CLB_Ma","No change","No change"
"SE_12",1,162653747,162723901,0.107618269378759,0.149393027628722,0.101636203003614,0.469470901766566,-0.0817270775680621,"CLB_Ma","No change","No change"
"SE_13",1,163033097,163057701,0.225070688177507,0.336528753521221,0.235569387583759,0.578236460638622,0.065489451373394,"CLB_Ma","No change","No change"
"SE_14",1,181092697,181117901,0.415527868159801,0.490791637012811,0.343960984067686,0.239634178318637,-0.271979824813695,"CLB_Ma","No change","No change"
"SE_15",1,183026457,183071551,0.159845682075249,0.177627503777883,0.213276166095698,0.151277026204082,0.413794181034487,"CLB_Ma","No change","No change"
"SE_16",1,198254597,198295951,0.0826265463738297,0.0930708048245025,0.0838149084226642,0.169786063908672,0.0203568947118572,"CLB_Ma","No change","No change"
"SE_17",1,203506147,203560001,0.229308547453766,0.300543752431879,0.175567463529089,0.388799389923645,-0.383348436023083,"CLB_Ma","No change","No change"
"SE_18",1,203663097,203697401,0.133710856635032,0.166747748318164,0.118092115537452,0.316427275873426,-0.177788222240217,"CLB_Ma","No change","No change"
"SE_19",1,204408247,204440051,0.30445309494758,0.38363454933887,0.294948440078037,0.332537498521001,-0.0456050058700298,"CLB_Ma","No change","No change"
"SE_20",1,218449847,218501301,0.248811011367532,0.215436932756235,0.156107314261148,-0.206890369228338,-0.669086722543364,"CLB_Ma","No change","Decreased"
"SE_21",1,223704647,223734151,0.328068533308958,0.38878701419721,0.28782542676243,0.244297950350386,-0.188190321927801,"CLB_Ma","No change","No change"
"SE_22",1,223747397,223789651,0.111434635786008,0.12013413274393,0.0839983161865336,0.107518909742663,-0.403580363126246,"CLB_Ma","No change","No change"
"SE_23",1,234956997,235001201,0.263776504289165,0.281746537482997,0.231481679660819,0.0947342509675796,-0.187658074624551,"CLB_Ma","No change","No change"
"SE_24",1,243246597,243291601,0.334448841860236,0.43153465807743,0.290167279509756,0.366722974667647,-0.204244523802772,"CLB_Ma","No change","No change"
"SE_25",2,36339747,36515551,0.184220168495407,0.189924617142996,0.153407553133189,0.0437619295049412,-0.262497874763521,"CLB_Ma","No change","No change"
"SE_26",2,55096397,55115801,0.229404438089564,0.276264064613143,0.207932998419245,0.267092138510785,-0.141128139996614,"CLB_Ma","No change","No change"
"SE_27",2,62710647,62744101,0.126935691360198,0.267255058611194,0.0723115591412535,1.06818657494672,-0.803306208613712,"CLB_Ma","Increased","Decreased"
"SE_28",2,68028247,68060026,0.115548317667674,0.148459084219972,0.118715022109197,0.358822407778297,0.0386760164046796,"CLB_Ma","No change","No change"
"SE_29",2,69116247,69192151,0.196230174493486,0.217876438400766,0.171490933121857,0.150236371380047,-0.193359758817724,"CLB_Ma","No change","No change"
"SE_30",2,117936997,117987701,0.177234995134952,0.225028141256703,0.160148386348268,0.342721776893615,-0.145390885157689,"CLB_Ma","No change","No change"
"SE_31",2,160204847,160243551,0.270628595796357,0.27482205938463,0.20717847499033,0.0221024758901719,-0.383814461658912,"CLB_Ma","No change","No change"
"SE_32",2,160313747,160455451,0.122542503200171,0.139629570699077,0.104517912311808,0.186892519345929,-0.227519541736231,"CLB_Ma","No change","No change"
"SE_33",2,177215997,177261130,0.257167179879611,0.28236692034731,0.167319307262342,0.134365744685818,-0.617104934067395,"CLB_Ma","No change","Decreased"
"SE_34",2,189080997,189129951,0.10416292410703,0.120046468387918,0.100579654835242,0.202934825878996,-0.0500146856350354,"CLB_Ma","No change","No change"
"SE_35",2,189247497,189288951,0.120756091071154,0.166812684319652,0.0992343435563179,0.462857820134125,-0.28061703994463,"CLB_Ma","No change","No change"
"SE_36",2,189366697,189413251,0.119443859337095,0.154536021777422,0.126528693671819,0.368887902188739,0.0824610451274136,"CLB_Ma","No change","No change"
"SE_37",2,207219797,207260201,0.186539261550789,0.281185194045165,0.167542414614219,0.589449636235157,-0.154080957880205,"CLB_Ma","Increased","No change"
"SE_38",2,223034497,223094701,0.272629863268527,0.277992210623728,0.21824622900327,0.0279991521270695,-0.319673662108696,"CLB_Ma","No change","No change"
"SE_39",2,233402847,233443401,0.183829651649674,0.182976184622351,0.151737191221316,-0.00667719826933352,-0.275144823962693,"CLB_Ma","No change","No change"
"SE_40",3,8442247,8465001,0.391154094124092,0.295779966033897,0.232729434767653,-0.40202695544255,-0.746581230685418,"CLB_Ma","No change","Decreased"
"SE_41",3,8504804,8566501,0.19853414743407,0.188456699000524,0.143432241906027,-0.0747675113219885,-0.466242830378541,"CLB_Ma","No change","No change"
"SE_42",3,8928147,8957701,0.140352979556275,0.136761217190791,0.101107542459907,-0.0371324989697396,-0.469212854955725,"CLB_Ma","No change","No change"
"SE_43",3,15766847,15817451,0.141842223740959,0.160881296234418,0.140361978688831,0.180513807461501,-0.0150283598099189,"CLB_Ma","No change","No change"
"SE_44",3,57998447,58082501,0.186975820982382,0.206882756333559,0.154509505700798,0.145222990680477,-0.273544332893525,"CLB_Ma","No change","No change"
"SE_45",3,71487997,71522851,0.200535768827715,0.193111378232892,0.148703798666399,-0.0541512258195869,-0.428925083254291,"CLB_Ma","No change","No change"
"SE_46",3,98954747,98983151,0.116879809421515,0.17329389145076,0.13086571362674,0.564205374482487,0.161752865404218,"CLB_Ma","No change","No change"
"SE_47",3,100001947,100045201,0.173775844316606,0.196968460984565,0.14239744463236,0.179764803610152,-0.285486489255066,"CLB_Ma","No change","No change"
"SE_48",3,111850747,111917851,0.193351759100914,0.224562915891098,0.164465483303518,0.214859732413719,-0.232139868710763,"CLB_Ma","No change","No change"
"SE_49",3,112629747,112658501,0.319477062868364,0.308117142962858,0.273679661041417,-0.0520674390701767,-0.222471015784344,"CLB_Ma","No change","No change"
"SE_50",3,120406897,120448070,0.228801031185252,0.275336360443708,0.201504238741167,0.266040133205975,-0.182433165544898,"CLB_Ma","No change","No change"
"SE_51",3,123732947,123803701,0.234939688587732,0.271583007653709,0.198897872915217,0.208277507974694,-0.239155001242862,"CLB_Ma","No change","No change"
"SE_52",3,128758647,128806351,0.0953219562792339,0.154958526848148,0.0975850617916086,0.695225834165786,0.0335043639968558,"CLB_Ma","Increased","No change"
"SE_53",3,134308647,134335151,0.412604524673425,0.36225547853691,0.273829561453145,-0.187267411842292,-0.589714775360033,"CLB_Ma","No change","Decreased"
"SE_54",3,134457747,134482731,0.208585342956593,0.222492114758352,0.155599084332725,0.0926861035437384,-0.420462050725515,"CLB_Ma","No change","No change"
"SE_55",3,136136147,136186501,0.0760364320106136,0.0880087627347897,0.0612802509522001,0.208406488087071,-0.306766127799302,"CLB_Ma","No change","No change"
"SE_56",3,159760747,159788351,0.460377252407344,0.534038811967224,0.364896936521376,0.213696673475585,-0.334509538873819,"CLB_Ma","No change","No change"
"SE_57",3,160394897,160434051,0.164894587921914,0.174877909954743,0.148885782626618,0.0843074723369005,-0.146403277813828,"CLB_Ma","No change","No change"
"SE_58",3,171345247,171395851,0.133410789230771,0.136768326026171,0.11946125025552,0.0355952910103531,-0.158079811017425,"CLB_Ma","No change","No change"
"SE_59",3,172114947,172182951,0.159978421458081,0.179069991326008,0.15110038706262,0.161690462521342,-0.0818434891316465,"CLB_Ma","No change","No change"
"SE_60",3,178168947,178207101,0.19849387194811,0.216688205980171,0.150668655256161,0.125918816166097,-0.395421469951991,"CLB_Ma","No change","No change"
"SE_61",3,188233597,188299051,0.169757086470933,0.178663611582559,0.136992404760211,0.0733527881637711,-0.30735659022734,"CLB_Ma","No change","No change"
"SE_62",3,196773597,196808001,0.198596694996321,0.189652978779549,0.152023987942656,-0.0661387600994655,-0.383330005539262,"CLB_Ma","No change","No change"
"SE_63",4,15676347,15693351,0.367121646601317,0.396947122349619,0.284322593778772,0.112394157060312,-0.367588592969322,"CLB_Ma","No change","No change"
"SE_64",4,41142347,41206251,0.133488403454103,0.163988967555227,0.110630217060249,0.294887779166444,-0.268754177165986,"CLB_Ma","No change","No change"
"SE_65",4,48345947,48381151,0.174853524628599,0.101970170373699,0.177655178773112,-0.772147790322481,0.0228034835410122,"CLB_Ma","Decreased","No change"
"SE_66",4,69763710,69800501,0.171182413944446,0.155209525705542,0.127991268749907,-0.140455366730551,-0.416664384070963,"CLB_Ma","No change","No change"
"SE_67",4,76579597,76591951,0.391206777439672,0.48756810363793,0.40027527153322,0.316945213854909,0.0329777873055646,"CLB_Ma","No change","No change"
"SE_68",4,76687447,76709901,0.2051840694047,0.239193880391273,0.188439265010824,0.220266526136756,-0.122197479995381,"CLB_Ma","No change","No change"
"SE_69",4,76722897,76784501,0.167657022800187,0.178745059151697,0.140574378583404,0.0918597215199599,-0.252532195383505,"CLB_Ma","No change","No change"
"SE_70",4,76952711,77066251,0.171686397322025,0.249138932810358,0.141758985946786,0.534575178066967,-0.274572886122123,"CLB_Ma","No change","No change"
"SE_71",4,79996597,80039451,0.0850581976495875,0.125741835589152,0.0849159432864323,0.558508284411597,-0.00238675082149139,"CLB_Ma","No change","No change"
"SE_72",4,113890697,113976721,0.0970239206091194,0.0972059911725504,0.0727392175810294,0.0026771899548487,-0.410701741964758,"CLB_Ma","No change","No change"
"SE_73",4,114242047,114284101,0.14230036894898,0.137395899230304,0.102033222914825,-0.0502411285267542,-0.475932716676231,"CLB_Ma","No change","No change"
"SE_74",4,122758547,122785001,0.171745972078421,0.218199255935409,0.136328772751077,0.343590829472234,-0.331018144957006,"CLB_Ma","No change","No change"
"SE_75",4,122873447,122913301,0.0698207604555402,0.0803592990706503,0.0709213643820115,0.20013491498543,0.022248054604434,"CLB_Ma","No change","No change"
"SE_76",4,150203097,150260401,0.145650369277718,0.150312561708083,0.108656369227581,0.045151058657786,-0.419391092677401,"CLB_Ma","No change","No change"
"SE_77",4,158802947,158826551,0.298029801876576,0.424164719302509,0.316571749481589,0.507732611896409,0.0867933057468489,"CLB_Ma","No change","No change"
"SE_78",4,185340297,185363101,0.331773837349049,0.390696702304491,0.314968480633535,0.235194968911285,-0.0747613635226234,"CLB_Ma","No change","No change"
"SE_79",5,9426847,9485051,0.167250360147372,0.242449165606816,0.191164018401006,0.533010962957378,0.191728632120463,"CLB_Ma","No change","No change"
"SE_80",5,65184147,65209951,0.175743286128547,0.184528001190941,0.127954113682772,0.0699815319253576,-0.454797616683642,"CLB_Ma","No change","No change"
